,location,total_sqft,bath,price,bhk
5237,Kondhwa Khurd,920.0,2.0,65.0,2
5238,Kondhwa Khurd,685.0,1.0,40.0,1
5240,Kondhwa Khurd,1666.0,3.0,95.0,3
5244,Kondhwa Khurd,520.0,1.0,14.04,1
5246,Kondhwa Khurd,1200.0,3.0,61.96,3
5248,Kondhwa Khurd,3860.0,3.0,402.0,3
5249,Kondhwa Khurd,1200.0,2.0,70.0,2
5250,Kondhwa Khurd,1252.0,2.0,71.0,3
5251,Kondhwa Khurd,1710.0,3.0,100.0,3
5252,Kondhwa Khurd,418.0,1.0,12.0,1
5255,Kondhwa Khurd,1376.0,4.0,156.0,4
5259,Kondhwa Khurd,1755.0,3.0,122.0,3
5268,Kondhwa Khurd,2400.0,2.0,135.0,2
5269,Kondhwa Khurd,1100.0,3.0,110.0,3
5270,Kondhwa Khurd,600.0,2.0,39.0,2
5273,Kondhwa Khurd,1200.0,2.0,76.0,3
5275,Kondhwa Khurd,2830.0,5.0,190.0,4
5276,Kondhwa Khurd,600.0,1.0,18.0,1
5277,Kondhwa Khurd,1790.0,3.0,97.0,3
5278,Kondhwa Khurd,850.0,1.0,60.0,1
5282,Kondhwa Khurd,1150.0,2.0,69.44,2
5283,Kondhwa Khurd,1063.0,2.0,61.17,2
5286,Kondhwa Khurd,1600.0,5.0,140.0,5
5287,Kondhwa Khurd,1200.0,4.0,130.0,4
5288,Kondhwa Khurd,535.0,1.0,35.0,1
5290,Kondhwa Khurd,1105.0,2.0,80.0,2
5291,Kondhwa Khurd,1320.0,2.0,90.0,2
5292,Kondhwa Khurd,1342.0,2.0,75.0,3
5293,Kondhwa Khurd,900.0,1.0,52.3,1
5294,Kondhwa Khurd,1009.0,2.0,65.0,2
5295,Kondhwa Khurd,5425.0,13.0,275.0,13
5296,Kondhwa Khurd,2050.0,3.0,150.0,3
5297,Kondhwa Khurd,4201.0,4.0,435.0,4
5298,Kondhwa Khurd,691.0,1.0,31.1,1
5301,Kondhwa Khurd,1360.0,2.0,110.0,2
5302,Kondhwa Khurd,650.0,1.0,50.0,1
5303,Kondhwa Khurd,747.0,1.0,34.355,1
5304,Kondhwa Khurd,1720.0,3.0,106.0,3
5309,Kondhwa Khurd,3800.0,6.0,175.0,6
5310,Kondhwa Khurd,1333.0,2.0,78.56,2
5311,Kondhwa Khurd,1075.0,2.0,57.0,3
5312,Kondhwa Khurd,1240.0,4.0,110.0,4
5313,Kondhwa Khurd,1245.0,3.0,66.0,3
5318,Kondhwa Khurd,2640.0,2.0,170.0,2
5319,Kondhwa Khurd,1370.0,2.0,88.0,2
5324,Kondhwa Khurd,1650.0,1.0,130.0,2
5325,Kondhwa Khurd,1810.0,3.0,112.0,3
5326,Koregaon Park,1459.0,2.0,94.82,2
5327,Koregaon Park,1000.0,2.0,60.0,2
5328,Koregaon Park,1060.0,2.0,60.0,2
5329,Koregaon Park,1173.0,2.0,58.0,2
5330,Koregaon Park,1150.0,2.0,69.0,2
5331,Koregaon Park,1000.0,2.0,25.0,2
5332,Koregaon Park,711.0,1.0,36.0,1
5333,Koregaon Park,1025.0,2.0,27.68,2
5334,Koregaon Park,3800.0,4.0,239.0,4
5336,Koregaon Park,1008.0,2.0,45.0,2
5338,Koregaon Park,1020.0,2.0,35.0,2
5339,Koregaon Park,865.0,2.0,42.0,2
5340,Koregaon Park,1135.0,2.0,68.0,2
5341,Koregaon Park,1495.0,2.0,90.0,2
5342,Koregaon Park,1650.0,3.0,175.0,3
5344,Koregaon Park,1050.0,2.0,50.0,2
5345,Koregaon Park,1424.0,2.0,90.0,2
5346,Koregaon Park,1375.0,2.0,85.0,3
5347,Koregaon Park,1470.0,2.0,110.0,3
5349,Koregaon Park,1160.0,2.0,40.59,2
5351,Koregaon Park,1115.0,2.0,33.45,2
5353,Koregaon Park,1243.0,2.0,46.0,2
5354,Koregaon Park,1225.0,2.0,47.0,2
5355,Koregaon Park,1862.0,3.0,119.0,3
5356,Koregaon Park,1200.0,2.0,62.0,2
5357,Koregaon Park,1420.0,2.0,99.39,2
5358,Koregaon Park,1300.0,2.0,61.0,2
5360,Koregaon Park,925.0,2.0,42.0,2
5361,Koregaon Park,1397.0,3.0,108.0,3
5362,Koregaon Park,1410.0,4.0,160.0,4
5363,Koregaon Park,1420.0,2.0,107.0,2
5365,Koregaon Park,2000.0,3.0,160.0,3
5366,Koregaon Park,1056.0,2.0,33.0,2
5367,Koregaon Park,965.0,2.0,48.0,2
5368,Koregaon Park,1382.0,2.0,76.18,3
5369,Koregaon Park,1185.0,2.0,70.0,2
5371,Koregaon Park,1081.0,2.0,30.27,2
5372,Koregaon Park,1030.0,2.0,50.0,2
5373,Koregaon Park,1339.0,2.0,62.0,2
5374,Koregaon Park,1139.0,2.0,60.0,2
5375,Koregaon Park,1200.0,4.0,110.0,4
5376,Koregaon Park,1161.0,2.0,55.15,2
5377,Koregaon Park,1290.0,2.0,120.0,2
5380,Koregaon Park,905.0,2.0,40.0,2
5381,Koregaon Park,1210.0,2.0,54.0,2
5382,Koregaon Park,1070.0,2.0,52.0,2
5383,Koregaon Park,1670.0,3.0,160.0,3
5384,Koregaon Park,1148.0,2.0,43.5,2
5385,Koregaon Park,1500.0,2.0,78.0,3
5386,Koregaon Park,1187.0,2.0,59.0,2
5387,Koregaon Park,1198.0,2.0,60.0,2
5388,Koregaon Park,1030.0,2.0,49.35,2
5390,Koregaon Park,1320.0,2.0,115.0,2
5393,Koregaon Park,1219.0,2.0,61.26,2
5394,Koregaon Park,1740.0,4.0,130.0,3
5395,Koregaon Park,1040.0,2.0,45.0,2
5397,Koregaon Park,1130.0,2.0,36.0,2
5398,Koregaon Park,3408.0,3.0,260.0,3
5399,Koregaon Park,1020.0,2.0,47.0,2
5400,Koregaon Park,6000.0,1.0,276.0,1
5405,Koregaon Park,808.0,2.0,40.0,2
5406,Koregaon Park,1690.0,3.0,85.0,3
5407,Koregaon Park,1256.0,2.0,73.0,2
5408,Koregaon Park,1205.0,2.0,64.47,2
5409,Koregaon Park,1180.0,2.0,70.0,2
5410,Koregaon Park,1035.0,2.0,60.0,2
5411,Koregaon Park,1047.0,2.0,72.0,2
5412,Koregaon Park,753.0,3.0,59.5,2
5413,Koregaon Park,1216.0,2.0,80.0,2
5414,Koregaon Park,1050.0,2.0,60.0,2
5415,Koregaon Park,1200.0,2.0,40.0,2
5417,Koregaon Park,3895.0,3.0,390.0,3
5418,Koregaon Park,1800.0,3.0,125.0,3
5419,Koregaon Park,1200.0,2.0,75.0,2
5420,Koregaon Park,1065.0,2.0,30.75,2
5421,Koregaon Park,1394.0,2.0,85.0,2
5423,Koregaon Park,674.0,1.0,36.85,1
5424,Koregaon Park,675.0,1.0,27.0,1
5425,Koregaon Park,1820.0,3.0,113.0,3
5426,Koregaon Park,1540.0,3.0,150.0,3
5427,Koregaon Park,1050.0,2.0,33.1,2
5428,Koregaon Park,1200.0,3.0,110.0,3
5429,Koregaon Park,1157.0,2.0,75.0,3
5430,Koregaon Park,1140.0,2.0,32.92,2
5431,Koregaon Park,4694.0,5.0,375.0,4
5432,Koregaon Park,1065.0,2.0,45.0,2
5433,Koregaon Park,1100.0,2.0,63.0,2
5434,Koregaon Park,1000.0,2.0,60.0,2
5435,Koregaon Park,8840.0,2.0,300.0,2
5436,Koregaon Park,1050.0,2.0,59.0,2
5437,Koregaon Park,1252.0,2.0,65.0,3
5438,Koregaon Park,1025.0,2.0,39.98,2
5439,Koregaon Park,1625.0,3.0,95.0,3
5440,Koregaon Park,2000.0,3.0,200.0,3
5441,Koregaon Park,605.0,1.0,30.24,1
5442,Koregaon Park,1160.0,2.0,53.0,2
5443,Koregaon Park,1224.0,2.0,75.0,2
5444,Koregaon Park,1175.0,2.0,75.0,2
5445,Koregaon Park,1200.0,2.0,50.0,2
5446,Koregaon Park,845.0,2.0,34.0,2
5449,Kothrud,645.0,1.0,16.45,1
5453,Kothrud,1500.0,3.0,95.0,3
5454,Kothrud,1460.0,2.0,90.0,3
5455,Kothrud,650.0,1.0,33.0,1
5456,Kothrud,2225.0,2.0,125.0,3
5459,Kothrud,1265.0,2.0,79.0,3
5462,Kothrud,1512.0,3.0,75.77,3
5464,Kothrud,2106.0,3.0,126.0,3
5465,Kothrud,1398.0,3.0,68.0,3
5467,Kothrud,1050.0,1.0,70.0,1
5468,Kothrud,1313.0,2.0,73.0,2
5469,Kothrud,1170.0,2.0,68.0,2
5470,Kothrud,1124.0,3.0,80.0,2
5471,Kothrud,918.0,2.0,63.2,2
5474,Kothrud,1888.0,4.0,95.0,3
5475,Kothrud,1480.0,2.0,145.0,3
5479,Kothrud,2600.0,3.0,195.0,3
5480,Kothrud,1352.0,2.0,75.0,2
5481,Kothrud,4800.0,8.0,225.0,8
5482,Kothrud,812.0,1.0,26.0,1
5483,Kothrud,3027.0,4.0,260.0,3
5484,Kothrud,1893.0,3.0,130.0,3
5485,Kothrud,655.0,1.0,53.0,1
5486,Kothrud,1220.0,3.0,56.0,3
5487,Kothrud,2370.0,4.0,195.0,3
5488,Kothrud,1530.0,3.0,105.0,3
5489,Kothrud,2400.0,1.0,200.0,1
5492,Kothrud,1525.84,3.0,117.0,3
5494,Kothrud,627.0,1.0,30.0,1
5497,Kothrud,1695.0,3.0,150.0,3
5498,Kothrud,1856.0,3.0,135.0,3
5499,Kothrud,1942.0,3.0,155.0,3
5502,Kothrud,1850.0,3.0,155.0,3
5504,Kothrud,1431.5,3.0,72.02,3
5506,Kothrud,1650.0,3.0,82.0,3
5507,Kothrud,1525.0,2.0,99.13,3
5508,Kothrud,1232.0,2.0,88.0,2
5509,Kothrud,1280.0,2.0,69.0,3
5510,Kothrud,1430.0,2.0,90.0,3
5513,Kothrud,1773.5,2.0,85.125,3
5516,Kothrud,2159.0,3.0,120.0,3
5518,Kothrud,2350.0,3.0,210.0,3
5521,Kothrud,883.0,2.0,49.0,2
5522,Kothrud,1418.0,2.0,105.0,2
5523,Kothrud,1700.0,3.0,110.0,3
5526,Kothrud,1655.0,3.0,108.0,3
5530,Kothrud,2100.0,3.0,204.0,4
5531,Kothrud,1735.0,3.0,105.0,3
5532,Kothrud,1683.0,3.0,115.0,3
5535,Kothrud,1216.0,2.0,66.88,2
5537,Kothrud,1285.0,2.0,78.0,2
5538,Kothrud,1610.0,3.0,85.0,3
5540,Kothrud,1655.0,3.0,110.0,3
5543,Kothrud,2030.0,4.0,125.0,3
5545,Kothrud,1710.0,3.0,85.0,3
5551,Kothrud,1145.0,2.0,60.0,3
5553,Kothrud,2615.0,5.0,222.0,4
5556,Kothrud,567.0,1.0,25.0,1
5557,Kothrud,1200.0,2.0,80.0,2
5558,Kothrud,600.0,1.0,24.0,1
5559,Kothrud,580.0,1.0,45.0,1
5561,Kothrud,1349.0,2.0,98.0,2
5564,Law College Road,869.0,2.0,36.0,2
5565,Law College Road,4000.0,7.0,225.0,7
5566,Law College Road,2600.0,8.0,180.0,8
5567,Law College Road,3122.0,6.0,230.0,4
5568,Law College Road,1419.0,2.0,48.1,2
5569,Law College Road,1867.0,3.0,160.0,3
5570,Law College Road,1720.0,3.0,100.0,3
5571,Law College Road,1823.0,3.0,100.0,3
5572,Law College Road,1349.0,2.0,98.0,2
5573,Law College Road,1025.0,2.0,44.5,2
5574,Law College Road,1255.0,2.0,77.68,3
5576,Law College Road,3600.0,4.0,300.0,4
5577,Law College Road,1756.0,3.0,100.0,3
5578,Law College Road,900.0,2.0,55.0,2
5579,Law College Road,914.0,2.0,47.0,2
5580,Law College Road,1614.0,3.0,110.0,3
5582,Law College Road,1232.0,2.0,69.61,2
5583,Law College Road,1995.0,3.0,135.0,3
5585,Law College Road,1945.0,3.0,120.0,3
5586,Law College Road,1035.0,2.0,38.3,2
5587,Law College Road,1012.0,2.0,54.59,2
5589,Law College Road,1130.0,2.0,40.0,2
5590,Law College Road,3500.0,4.0,300.0,4
5591,Law College Road,1300.0,2.0,90.87,2
5592,Law College Road,1105.0,2.0,46.37,2
5593,Law College Road,1125.0,2.0,61.2,2
5596,Law College Road,1152.0,2.0,65.0,2
5598,Law College Road,1100.0,2.0,43.0,2
5599,Law College Road,2400.0,4.0,147.0,4
5601,Law College Road,1800.0,3.0,140.0,3
5602,Law College Road,2062.0,3.0,150.0,4
5605,Law College Road,1418.0,2.0,105.0,2
5606,Law College Road,1156.0,2.0,42.0,2
5607,Law College Road,1180.0,1.0,50.0,2
5608,Law College Road,1200.0,2.0,42.6,2
5610,Law College Road,1100.0,2.0,55.0,2
5611,Law College Road,1410.0,2.0,75.0,2
5613,Law College Road,1985.0,3.0,130.0,3
5614,Law College Road,1830.0,4.0,135.0,3
5615,Law College Road,1831.0,3.0,110.0,3
5616,Law College Road,1200.0,4.0,86.0,4
5617,Law College Road,1320.0,2.0,99.26,2
5618,Law College Road,1163.0,2.0,62.0,3
5620,Law College Road,1147.0,2.0,60.0,2
5622,Law College Road,2274.24,4.0,160.0,3
5623,Law College Road,945.0,2.0,33.0,2
5624,Law College Road,800.0,3.0,59.5,2
5625,Law College Road,825.0,2.0,40.0,1
5626,Law College Road,1370.0,2.0,125.0,2
5627,Law College Road,2540.0,4.0,160.0,4
5628,Law College Road,1900.0,4.0,180.0,3
5629,Law College Road,1240.0,2.0,60.0,2
5630,Law College Road,1300.0,2.0,55.0,2
5631,Law College Road,1057.0,2.0,65.0,2
5632,Law College Road,1558.0,3.0,90.0,3
5635,Law College Road,1464.0,3.0,56.0,2
5637,Law College Road,1183.0,2.0,77.3,2
5638,Law College Road,3951.0,4.0,230.0,4
5639,Law College Road,1065.0,2.0,42.6,2
5641,Law College Road,5000.0,5.0,300.0,4
5642,Law College Road,1590.0,3.0,96.0,3
5643,Law College Road,2215.0,4.0,157.0,3
5644,Law College Road,1300.0,2.0,95.0,2
5645,Law College Road,720.0,1.0,32.39,1
5646,Law College Road,1348.0,2.0,100.0,2
5647,Law College Road,1012.0,2.0,70.0,2
5648,Law College Road,710.0,1.0,40.42,1
5649,Law College Road,1248.52,3.0,115.0,3
5650,Law College Road,1751.0,3.0,115.0,3
5651,Law College Road,3300.0,8.0,310.0,8
5652,Law College Road,1200.0,4.0,75.0,4
5653,Law College Road,1243.0,2.0,46.0,2
5657,Law College Road,1650.0,3.0,150.0,3
5658,Law College Road,1299.0,2.0,89.63,2
5659,Law College Road,1615.0,3.0,150.0,3
5660,Law College Road,1100.0,2.0,44.0,2
5661,Law College Road,883.0,2.0,39.0,2
5663,Law College Road,1200.0,2.0,66.0,3
5664,Law College Road,2206.0,4.0,180.0,3
5665,Law College Road,1245.0,2.0,59.0,2
5666,Law College Road,1175.0,2.0,60.0,2
5667,Law College Road,1310.0,2.0,62.0,2
5668,Law College Road,1015.0,2.0,60.0,2
5670,Laxmi Road,1828.0,3.0,110.0,3
5671,Laxmi Road,645.0,1.0,16.45,1
5676,Laxmi Road,1566.0,3.0,83.3,3
5677,Laxmi Road,918.0,2.0,52.0,2
5678,Laxmi Road,1225.0,2.0,67.38,2
5679,Laxmi Road,2689.0,6.0,220.0,4
5680,Laxmi Road,665.0,1.0,50.75,1
5684,Laxmi Road,1482.0,2.0,83.73,3
5686,Laxmi Road,1200.0,4.0,120.0,4
5688,Laxmi Road,2225.0,4.0,169.0,3
5689,Laxmi Road,1754.0,3.0,135.0,3
5690,Laxmi Road,1573.0,3.0,95.0,3
5692,Laxmi Road,4500.0,5.0,250.0,7
5693,Laxmi Road,3000.0,3.0,250.0,3
5694,Laxmi Road,2500.0,4.0,150.0,4
5696,Laxmi Road,1216.0,2.0,97.16,2
5697,Laxmi Road,2600.0,3.0,200.0,3
5698,Laxmi Road,1530.0,2.0,90.0,3
5702,Laxmi Road,1591.0,3.0,115.0,3
5705,Laxmi Road,1575.0,3.0,93.0,3
5712,Laxmi Road,1200.0,2.0,78.0,2
5714,Laxmi Road,1575.0,3.0,101.0,3
5715,Laxmi Road,615.0,1.0,24.0,1
5716,Laxmi Road,1200.0,2.0,65.0,2
5719,Laxmi Road,1030.0,2.0,80.0,2
5721,Laxmi Road,1652.5,3.0,90.0,3
5725,Laxmi Road,950.0,1.0,39.9,1
5726,Laxmi Road,1717.0,3.0,99.0,3
5727,Laxmi Road,1160.0,2.0,59.0,2
5729,Laxmi Road,2901.0,4.0,190.0,3
5730,Laxmi Road,1200.0,2.0,65.0,2
5731,Laxmi Road,940.0,2.0,54.0,2
5732,Laxmi Road,1412.0,2.0,88.0,3
5733,Laxmi Road,5924.0,4.0,625.0,4
5734,Laxmi Road,1614.0,3.0,95.0,3
5735,Laxmi Road,1484.0,3.0,74.18,3
5737,Laxmi Road,1374.0,3.0,72.0,3
5738,Laxmi Road,1634.0,3.0,111.0,3
5739,Laxmi Road,1100.0,2.0,85.0,2
5741,Laxmi Road,1367.0,2.0,86.0,2
5742,Laxmi Road,1466.0,3.0,77.59,3
5743,Laxmi Road,1200.0,2.0,66.0,3
5744,Laxmi Road,1804.0,3.0,150.0,3
5745,Laxmi Road,1320.0,2.0,91.0,2
5747,Laxmi Road,1007.0,2.0,53.0,2
5748,Laxmi Road,1800.0,6.0,68.0,6
5749,Laxmi Road,1350.0,2.0,130.0,3
5751,Laxmi Road,656.0,1.0,38.77,1
5754,Laxmi Road,1340.0,2.0,73.0,2
5758,Laxmi Road,1222.0,2.0,98.0,2
5760,Laxmi Road,2275.0,4.0,182.0,3
5761,Laxmi Road,936.0,1.0,53.0,1
5762,Laxmi Road,1230.0,2.0,66.25,2
5765,Laxmi Road,410.0,1.0,10.0,1
5768,Laxmi Road,1530.0,3.0,76.34,3
5769,Laxmi Road,625.0,1.0,43.68,1
5770,Laxmi Road,1827.0,3.0,97.0,3
5771,Laxmi Road,1322.0,2.0,77.9,2
5772,Laxmi Road,1343.0,2.0,76.0,2
5773,Laxmi Road,1180.0,2.0,85.0,2
5775,Laxmi Road,1410.5,2.0,70.385,3
5776,Laxmi Road,1500.0,3.0,100.0,3
5777,Laxmi Road,1676.0,3.0,92.13,3
5778,Laxmi Road,1770.0,3.0,99.0,3
5780,Laxmi Road,1181.0,2.0,61.0,2
5785,Lulla Nagar,1670.0,3.0,99.0,3
5787,Lulla Nagar,1644.0,3.0,84.0,3
5788,Lulla Nagar,1200.0,2.0,79.0,2
5790,Lulla Nagar,1030.0,2.0,49.0,2
5791,Lulla Nagar,1153.0,2.0,57.0,2
5792,Lulla Nagar,2830.0,3.0,195.0,4
5795,Lulla Nagar,2144.0,3.0,135.0,3
5798,Lulla Nagar,628.0,1.0,24.0,1
5800,Lulla Nagar,3715.0,6.0,224.5,4
5801,Lulla Nagar,1724.0,3.0,127.0,3
5802,Lulla Nagar,1200.0,2.0,95.0,2
5803,Lulla Nagar,1206.0,2.0,56.0,2
5804,Lulla Nagar,1476.0,3.0,105.0,3
5805,Lulla Nagar,1200.0,2.0,80.0,3
5807,Lulla Nagar,1639.0,3.0,83.0,3
5808,Lulla Nagar,1255.0,2.0,92.0,2
5810,Lulla Nagar,871.0,2.0,55.0,2
5811,Lulla Nagar,1476.0,3.0,89.0,3
5812,Lulla Nagar,1700.0,3.0,120.0,3
5813,Lulla Nagar,1517.0,3.0,76.3,3
5814,Lulla Nagar,1372.0,2.0,90.0,3
5815,Lulla Nagar,1100.0,2.0,54.0,2
5816,Lulla Nagar,1241.0,2.0,82.0,2
5817,Lulla Nagar,1137.0,2.0,63.0,2
5818,Lulla Nagar,1680.0,3.0,120.0,3
5820,Lulla Nagar,1255.0,2.0,80.0,2
5821,Lulla Nagar,1965.0,4.0,125.0,3
5822,Lulla Nagar,1097.0,2.0,65.0,2
5826,Lulla Nagar,1785.0,3.0,118.0,3
5830,Lulla Nagar,650.0,1.0,25.0,1
5831,Lulla Nagar,1070.0,2.0,49.65,2
5833,Lulla Nagar,1020.0,2.0,62.0,2
5834,Lulla Nagar,1852.0,2.0,95.0,3
5836,Lulla Nagar,1435.0,3.0,73.0,3
5837,Lulla Nagar,1381.0,2.0,76.18,3
5838,Lulla Nagar,614.5,1.0,30.715,1
5840,Lulla Nagar,550.0,1.0,23.0,1
5841,Lulla Nagar,1060.0,2.0,49.27,2
5842,Lulla Nagar,1200.0,4.0,80.0,3
5845,Lulla Nagar,1322.0,2.0,80.0,2
5847,Lulla Nagar,435.0,1.0,21.0,1
5849,Lulla Nagar,1000.0,2.0,58.0,2
5850,Lulla Nagar,1564.0,3.0,105.0,3
5852,Lulla Nagar,1603.0,3.0,113.0,3
5853,Lulla Nagar,1125.0,2.0,55.0,2
5854,Lulla Nagar,1650.0,3.0,100.0,3
5855,Lulla Nagar,3181.0,2.0,229.0,4
5856,Lulla Nagar,1210.0,2.0,81.0,3
5857,Lulla Nagar,1255.0,2.0,57.5,2
5858,Lulla Nagar,1350.0,3.0,81.0,3
5861,Lulla Nagar,1073.0,2.0,52.36,2
5864,Lulla Nagar,1210.0,2.0,69.0,2
5865,Lulla Nagar,534.0,1.0,19.65,1
5867,Lulla Nagar,1050.0,2.0,49.5,2
5869,Lulla Nagar,1050.0,2.0,48.0,2
5870,Lulla Nagar,1830.0,3.0,133.0,3
5872,Lulla Nagar,1420.0,2.0,99.39,2
5873,Lulla Nagar,2800.0,5.0,220.0,5
5874,Lulla Nagar,1162.0,2.0,58.0,2
5876,Lulla Nagar,1277.0,2.0,92.0,2
5877,Lulla Nagar,1100.0,2.0,58.0,2
5879,Lulla Nagar,1765.0,3.0,118.0,3
5880,Lulla Nagar,3200.0,4.0,270.0,4
5882,Lulla Nagar,1933.0,3.0,140.0,3
5883,Lulla Nagar,1880.0,3.0,96.5,3
5885,Lulla Nagar,1056.0,2.0,75.0,2
5886,Lulla Nagar,1200.0,2.0,65.0,2
5888,Lulla Nagar,1724.0,3.0,128.0,3
5889,Lulla Nagar,1930.0,4.0,122.0,3
5890,Lulla Nagar,1000.0,1.0,60.0,1
5892,Lulla Nagar,1500.0,2.0,91.0,2
5895,Lulla Nagar,1154.0,2.0,57.0,2
5896,Lulla Nagar,1910.0,4.0,150.0,3
5897,Lulla Nagar,1309.0,2.0,69.5,2
5898,Lulla Nagar,1945.0,3.0,135.0,3
5900,Lulla Nagar,814.0,2.0,43.7,2
5903,Mahatma Gandhi Road,1285.0,2.0,72.5,2
5904,Mahatma Gandhi Road,1230.0,2.0,48.0,2
5906,Mahatma Gandhi Road,1222.0,2.0,45.0,2
5907,Mahatma Gandhi Road,1200.0,2.0,85.0,2
5910,Mahatma Gandhi Road,1800.0,3.0,110.0,3
5911,Mahatma Gandhi Road,1256.0,2.0,62.8,2
5913,Mahatma Gandhi Road,1500.0,2.0,100.0,3
5914,Mahatma Gandhi Road,850.0,2.0,25.0,2
5915,Mahatma Gandhi Road,1277.0,2.0,61.3,2
5917,Mahatma Gandhi Road,1670.0,3.0,91.86,3
5918,Mahatma Gandhi Road,900.0,2.0,55.0,2
5919,Mahatma Gandhi Road,1075.0,2.0,52.0,2
5920,Mahatma Gandhi Road,1901.0,3.0,119.0,3
5921,Mahatma Gandhi Road,1139.0,2.0,56.8,2
5922,Mahatma Gandhi Road,1804.0,3.0,102.0,3
5923,Mahatma Gandhi Road,1400.0,3.0,91.15,4
5924,Mahatma Gandhi Road,1917.0,3.0,122.0,3
5925,Mahatma Gandhi Road,1020.0,2.0,40.0,2
5926,Mahatma Gandhi Road,1200.0,2.0,65.0,2
5928,Mahatma Gandhi Road,1634.0,3.0,78.0,3
5929,Mahatma Gandhi Road,1220.0,3.0,62.0,3
5931,Mahatma Gandhi Road,3800.0,8.0,200.0,6
5933,Mahatma Gandhi Road,2400.0,3.0,149.0,3
5934,Mahatma Gandhi Road,1360.0,2.0,70.5,3
5935,Mahatma Gandhi Road,675.0,3.0,52.0,2
5936,Mahatma Gandhi Road,1200.0,2.0,55.0,2
5937,Mahatma Gandhi Road,1904.0,3.0,155.0,3
5938,Mahatma Gandhi Road,1300.0,2.0,70.0,3
5939,Mahatma Gandhi Road,850.0,2.0,35.0,2
5940,Mahatma Gandhi Road,1027.0,2.0,44.0,2
5941,Mahatma Gandhi Road,2000.0,4.0,180.0,5
5942,Mahatma Gandhi Road,4000.0,7.0,130.0,7
5943,Mahatma Gandhi Road,1180.0,2.0,60.0,3
5944,Mahatma Gandhi Road,300.0,1.0,20.0,1
5945,Mahatma Gandhi Road,1290.0,2.0,52.0,2
5946,Mahatma Gandhi Road,1120.0,2.0,40.0,2
5947,Mahatma Gandhi Road,1015.0,2.0,48.0,2
5948,Mahatma Gandhi Road,3752.5,2.0,177.115,2
5949,Mahatma Gandhi Road,600.0,2.0,35.0,2
5950,Mahatma Gandhi Road,1160.0,2.0,33.5,2
5951,Mahatma Gandhi Road,1762.0,3.0,112.0,3
5952,Mahatma Gandhi Road,1085.0,2.0,57.0,2
5953,Mahatma Gandhi Road,880.0,2.0,50.0,2
5955,Mahatma Gandhi Road,1300.0,2.0,60.0,2
5956,Mahatma Gandhi Road,1752.0,3.0,105.0,3
5957,Mahatma Gandhi Road,1100.0,2.0,58.0,2
5958,Mahatma Gandhi Road,2070.0,3.0,135.0,3
5960,Mahatma Gandhi Road,2173.0,3.0,128.0,3
5961,Mahatma Gandhi Road,1000.0,2.0,44.0,2
5962,Mahatma Gandhi Road,1160.0,2.0,36.54,2
5963,Mahatma Gandhi Road,1044.0,2.0,34.77,2
5964,Mahatma Gandhi Road,1196.0,2.0,57.9,2
5968,Mahatma Gandhi Road,1222.0,2.0,80.0,2
5969,Mahatma Gandhi Road,1917.0,3.0,132.0,3
5970,Mahatma Gandhi Road,1190.0,2.0,48.6,2
5971,Mahatma Gandhi Road,1610.0,2.0,115.0,3
5972,Mahatma Gandhi Road,1074.0,2.0,42.79,2
5973,Mahatma Gandhi Road,1836.0,3.0,125.0,3
5974,Mahatma Gandhi Road,1125.0,2.0,48.0,2
5975,Mahatma Gandhi Road,1054.0,2.0,53.0,2
5976,Mahatma Gandhi Road,3000.0,6.0,250.0,6
5977,Mahatma Gandhi Road,1225.0,2.0,62.0,2
5979,Mahatma Gandhi Road,965.0,2.0,37.15,2
5981,Mahatma Gandhi Road,1186.0,2.0,72.0,2
5982,Mahatma Gandhi Road,1843.0,3.0,87.54,3
5983,Mahatma Gandhi Road,780.0,2.0,31.0,2
5984,Mahatma Gandhi Road,1142.0,2.0,35.0,2
5985,Mahatma Gandhi Road,929.0,2.0,49.0,2
5986,Mahatma Gandhi Road,4278.0,7.0,299.0,7
5987,Mahatma Gandhi Road,1846.0,3.0,135.0,3
5988,Mahatma Gandhi Road,1060.0,2.0,48.66,2
5989,Mahatma Gandhi Road,1263.0,2.0,47.36,2
5990,Mahatma Gandhi Road,1200.0,2.0,54.0,2
5992,Mahatma Gandhi Road,1110.0,2.0,36.25,2
5994,Mahatma Gandhi Road,1082.0,2.0,64.0,2
5997,Mahatma Gandhi Road,1270.0,2.0,94.0,2
5998,Mahatma Gandhi Road,1246.0,2.0,67.5,2
5999,Mahatma Gandhi Road,1140.0,2.0,43.0,2
6000,Mahatma Gandhi Road,883.0,2.0,37.0,2
6001,Mahatma Gandhi Road,1755.0,3.0,117.0,3
6002,Mahatma Gandhi Road,1524.0,2.0,72.0,3
6003,Mahatma Gandhi Road,850.0,2.0,45.0,2
6004,Mahatma Gandhi Road,2257.0,3.0,155.0,3
6005,Mahatma Gandhi Road,1715.0,3.0,105.0,3
6006,Mahatma Gandhi Road,1065.0,2.0,46.0,2
6007,Mahatma Gandhi Road,1610.0,3.0,78.5,3
6008,Mahatma Gandhi Road,1090.0,2.0,46.0,2
6009,Mahatma Gandhi Road,1950.0,3.0,132.0,3
6012,Mahatma Gandhi Road,3500.0,3.0,275.0,3
6013,Mahatma Gandhi Road,1454.0,3.0,71.5,3
6014,Mangalwar peth,1185.0,2.0,75.0,2
6015,Mangalwar peth,1200.0,3.0,90.0,3
